timestamp,script,stem,run_key,git_sha,git_dirty,outcome,resumed_from,wall_s,argv
2026-08-06T23:15:34,gen_baseline.py,gen_baseline,57994b1ce28eb502,d8aac98425fb,True,written,0,75.8,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:20:31,gen_baseline.py,gen_baseline,57994b1ce28eb502,d8aac98425fb,True,resumed,100,0.1,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:20:47,gen_baseline.py,gen_baseline,57994b1ce28eb502,d8aac98425fb,True,resumed,100,0.1,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:21:27,steer_batch.py,steer_single__story_v2__ablate__L15,401539dd95d24d47,d8aac98425fb,True,written,0,23.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:21:50,steer_batch.py,steer_single__story_v2__ablate__L17,dd42ce8b7d1a53db,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:22:13,steer_batch.py,steer_single__story_v2__ablate__L18,a13585fbb7e4979e,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:22:36,steer_batch.py,steer_single__story_v2__ablate__steer_band,17eeb10cbf9ccb4d,d8aac98425fb,True,written,0,23.2,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:22:59,steer_batch.py,steer_single__story_v1__ablate__L15,c66d77db5c6bf07b,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:23:22,steer_batch.py,steer_single__story_v1__ablate__L16,bf6ddedb96633c43,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:23:44,steer_batch.py,steer_single__story_v1__ablate__L20,5c66d0b1481e1c25,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:24:08,steer_batch.py,steer_single__story_v1__ablate__steer_band,98b2c493ce9dfa31,d8aac98425fb,True,written,0,23.2,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:24:31,steer_batch.py,steer_single__persona__ablate__L17,5f38c2523c1d58b1,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:24:53,steer_batch.py,steer_single__persona__ablate__L19,f7b972fef893e7d8,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:25:16,steer_batch.py,steer_single__persona__ablate__L21,fae6b54d42d1b356,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:25:39,steer_batch.py,steer_single__persona__ablate__steer_band,aae34c0459db64e0,d8aac98425fb,True,written,0,23.1,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:26:02,steer_batch.py,steer_single__harm__add__L20__a0.5,2bac0cef4eb2f365,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:26:25,steer_batch.py,steer_single__harm__add__L21__a0.5,6e1193f6e2154f8c,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:26:48,steer_batch.py,steer_single__harm__add__L22__a0.5,22ec06f58bc6523a,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:27:11,steer_batch.py,steer_single__harm__add__steer_band__a0.5,c51fc262ef3ae216,d8aac98425fb,True,written,0,23.0,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:27:34,steer_batch.py,steer_single__harm__add__L20__a1,3def3daf92b37b32,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:27:56,steer_batch.py,steer_single__harm__add__L21__a1,695dff6d6f5ada2b,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:28:19,steer_batch.py,steer_single__harm__add__L22__a1,f54391b7d787ad6a,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:28:42,steer_batch.py,steer_single__harm__add__steer_band__a1,0960a8432ca4e5e7,d8aac98425fb,True,written,0,23.0,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:29:05,steer_batch.py,steer_single__eval__add__L14__a0.5,2b61bb0b75442fd8,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:29:28,steer_batch.py,steer_single__eval__add__L15__a0.5,ccb6f792af0b0d2c,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:29:50,steer_batch.py,steer_single__eval__add__L16__a0.5,22bc515adc6a3acc,d8aac98425fb,True,written,0,22.7,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
2026-08-06T23:30:13,steer_batch.py,steer_single__eval__add__steer_band__a0.5,8e05c6c57e3e7531,d8aac98425fb,True,written,0,23.0,"Qwen/Qwen2.5-7B-Instruct --tag 50_per_direction --script steer_single --jobs /tmp/jobs_success.json --batch-size 32 --max-batch-tokens 65536 --decoding greedy"
