probe,axis,layer,depth,null_folded,null_dz_folded,cos_probe_axis,cell_type,auroc,wins,ties,n,auroc_folded,cohens_dz,cohens_dz_folded,delta_excluded,excess_over_null,excess_dz_over_null,band_mean_auroc,band_max_folded,band_mean_cohens_dz,band_mean_excess,auroc_sd,n_draws,axis_mean_paired_cos
eval_v2,eval_v2,8,0.1905,0.6461500000000001,0.3579226108510828,0.9999999999999999,diag_heldout,1.0,200,0,200,1.0,2.267952670112788,2.267952670112788,,0.3538499999999999,1.9100300592617052,0.9822727272727274,1.0,1.2693423383148028,0.3886590909090909,,,
eval_v2,harm_v2,8,0.1905,0.57345,0.15870516814024463,-0.007581136252628372,offdiag_pooled,0.441,441,0,1000,0.5589999999999999,-0.035909352411384377,0.035909352411384377,0.6,-0.014450000000000074,-0.12279581572886025,0.32772727272727276,0.754,-0.4762924235932855,0.03974090909090908,,,
eval_v2,persona_v2,8,0.1905,0.6324000000000002,0.34266518056179207,0.019906536066300023,offdiag_pooled,0.522,522,0,1000,0.522,0.14031136961993776,0.14031136961993776,0.6,-0.11040000000000016,-0.2023538109418543,0.8139545454545455,0.932,0.8502682138345147,0.15908181818181816,,,
eval_v2,story_v2_1k,8,0.1905,0.6695000000000001,0.4727737266110452,-0.17095441501476644,offdiag_pooled,0.104,104,0,1000,0.896,-1.3206493986083128,1.3206493986083128,,0.22649999999999992,0.8478756719972675,0.13277272727272724,0.959,-1.278090032611823,0.19995000000000002,,,
harm_v2,eval_v2,19,0.4524,0.5897,0.2092821768963756,-0.040296641560263156,offdiag_pooled,0.45,450,0,1000,0.55,-0.0907838723592653,0.0907838723592653,0.6,-0.03969999999999996,-0.1184983045371103,0.43863636363636355,0.583,-0.1134856358945996,-0.03170454545454548,,,
harm_v2,harm_v2,19,0.4524,0.6462,0.3475162020250539,1.0,diag_heldout,0.99,198,0,200,0.99,1.1928533399646122,1.1928533399646122,,0.3438,0.8453371379395582,0.9218181818181818,0.99,1.105509800984634,0.2892863636363636,,,
harm_v2,persona_v2,19,0.4524,0.6412500000000001,0.36785408357965943,-0.0062944158316089235,offdiag_pooled,0.486,486,0,1000,0.514,-0.018277059821210473,0.018277059821210473,0.6,-0.12725000000000009,-0.34957702375844896,0.3134090909090909,0.785,-0.5012086639391649,0.03380909090909091,,,
harm_v2,story_v2_1k,19,0.4524,0.73285,0.7205225245116924,0.09370658346517274,offdiag_pooled,0.959,959,0,1000,0.959,1.6977473998540702,1.6977473998540702,,0.22614999999999996,0.9772248753423778,0.6780454545454545,0.959,0.53732854029766,-0.01595909090909089,,,
persona_v2,eval_v2,15,0.3571,0.5985,0.2396572249475511,0.03676031392328034,offdiag_pooled,0.52,520,0,1000,0.52,0.11286648066457017,0.11286648066457017,0.6,-0.07850000000000001,-0.12679074428298093,0.630909090909091,0.699,0.3158949605434487,0.03729545454545455,,,
persona_v2,harm_v2,15,0.3571,0.6448,0.3937630215746745,0.01667099408699967,offdiag_pooled,0.463,463,0,1000,0.5369999999999999,0.08767010360643378,0.08767010360643378,0.6,-0.10780000000000012,-0.30609291796824073,0.2802727272727273,0.8220000000000001,-0.6189098469098154,0.0907409090909091,,,
persona_v2,persona_v2,15,0.3571,0.63255,0.3448625087805587,1.0,diag_heldout,1.0,200,0,200,1.0,2.5412197987081853,2.5412197987081853,,0.36745000000000005,2.1963572899276267,0.9984090909090909,1.0,1.8501131750469997,0.3435363636363636,,,
persona_v2,story_v2_1k,15,0.3571,0.6753000000000001,0.5013752738754113,0.08045151674682349,offdiag_pooled,0.887,887,0,1000,0.887,1.2134024807441943,1.2134024807441943,,0.2116999999999999,0.7120272068687831,0.9214090909090907,0.97,1.4252242551935626,0.2262227272727273,,,
random_20260731,eval_v2,27,0.6429,,,,null_pooled,0.5106499999999999,,,1000,0.57445,0.01586442944089806,0.1523565804896261,,,,0.49356818181818185,0.6264000000000001,-0.016171498432944093,nan,0.09953273727509801,20,0.306484192609787
random_20260731,harm_v2,27,0.6429,,,,null_pooled,0.49645,,,1000,0.60705,-0.004395257100003634,0.2847614738287334,,,,0.5046772727272727,0.66395,0.01622594880867192,nan,0.1420061062438032,20,0.42471426725387573
random_20260731,persona_v2,27,0.6429,,,,null_pooled,0.5054,,,1000,0.6857,0.02451081448105107,0.46924902622743253,,,,0.5005363636363637,0.7030999999999998,0.0028127819937514096,nan,0.2125294778315903,20,0.45961910486221313
random_20260731,story_v2_1k,27,0.6429,,,,null_pooled,0.44065000000000004,,,1000,0.7627499999999999,-0.19834620320703586,0.7808616948062818,,,,0.4926136363636365,0.7627499999999999,-0.0164686928160143,nan,0.29401848760346955,20,0.5452490448951721
story_v2_1k,eval_v2,15,0.3571,0.5985,0.2396572249475511,0.01365259886398203,offdiag_pooled,0.56,560,0,1000,0.56,0.06978391620165342,0.06978391620165342,0.6,-0.03849999999999998,-0.16987330874589768,0.2916818181818182,0.844,-0.4777923937220701,0.12606818181818177,,,
story_v2_1k,harm_v2,15,0.3571,0.6448,0.3937630215746745,0.09760770598069964,offdiag_pooled,0.797,797,0,1000,0.797,0.7774273455732261,0.7774273455732261,,0.1522,0.3836643239985516,0.6641363636363636,0.826,0.3231988662037693,0.03160454545454545,,,
story_v2_1k,persona_v2,15,0.3571,0.63255,0.3448625087805587,0.08045151674682349,offdiag_pooled,0.806,806,0,1000,0.806,0.8532107548900023,0.8532107548900023,,0.1734500000000001,0.5083482461094436,0.8297727272727274,0.896,0.831395915656817,0.1749,,,
story_v2_1k,story_v2_1k,15,0.3571,0.6753000000000001,0.5013752738754113,1.0,diag_heldout,1.0,200,0,200,1.0,3.219116556468824,3.219116556468824,,0.3246999999999999,2.717741282593413,1.0,1.0,3.544113459397877,0.30481363636363645,,,
story_v2_1k,eval_v2,28,0.6667,0.5931000000000001,0.2108105623569163,-0.07299686752688841,offdiag_pooled,0.306,306,0,1000,0.694,-0.48034687749953214,0.48034687749953214,0.75,0.10089999999999988,0.26953631514261583,0.2916818181818182,0.844,-0.4777923937220701,0.12606818181818177,,,
story_v2_1k,harm_v2,28,0.6667,0.65,0.3954318435834018,0.024486349653217644,offdiag_pooled,0.651,651,0,1000,0.651,0.2925696598737318,0.2925696598737318,0.7,0.0010000000000000009,-0.10286218370966999,0.6641363636363636,0.826,0.3231988662037693,0.03160454545454545,,,
story_v2_1k,persona_v2,28,0.6667,0.6676,0.44074102420270495,0.13595556952767504,offdiag_pooled,0.888,888,0,1000,0.888,0.932190402780968,0.932190402780968,,0.22040000000000004,0.49144937857826304,0.8297727272727274,0.896,0.831395915656817,0.1749,,,
story_v2_1k,story_v2_1k,28,0.6667,0.6656,0.44682240401704937,0.9999999999999999,diag_heldout,1.0,200,0,200,1.0,3.81252706342431,3.81252706342431,,0.33440000000000003,3.365704659407261,1.0,1.0,3.544113459397877,0.30481363636363645,,,
